Questions,Blooms Taxonomy
"Prove that for every, n>=1, 7 + 13 + 19 + ………+ (6n+1) = n (3n+4) using PMI.",analyze
State and Prove Kleen’s Theorem Part-I.,remember
Convert the following NFA-∧ to DFA.,understand
"Suppose L1 and L2 are subsets of {0, 1}* . L1= {x | x ends with 01} L2={x | x next to last symbol 0} Find L1- L2.",apply
"An NFA with states 1-5 and input alphabet {a, b} has the following transition table. Q δ (q, a) δ (q, b) 1 {1, 2} {1} 2 {3} {3} 3 {4} {4} 4 {5} ∅ 5 ∅ {5} Find: a. Draw Transition Diagram b. Calculate δ* (1, ab) c. Calculate δ* (1, abaab)",analyze
Show that the CFG with productions SSS| (S) | ^ is ambiguous.,apply
Is it possible for a regular grammar to be ambiguous? Why?,evaluate
"Let G be the grammar S aB|bA, Aa|aS|bAA, Bb|bS|aBB. For the string aaabbabbba, Find: a) left most derivation tree b) rightmost derivation tree",apply
Reduce the following grammar to CNF: SASA|bA A B|S Bc,apply
"Design a Turing Machine accepting {a, b}* {aba}{a, b}*",create
"What do you mean by context free grammar? In each case, find a CFG generating the given language. 1. The set of odd-length strings in {a, b}* with middle symbol a 2. The set of even-length strings in {a, b}* with two middle symbols equal",remember
Show using pumping lemma that the given language is not a CFL. L={an b n c n | i>=1},apply
"Define: Turing Machine. Mention Input device, Output device and Storage device in Turing Machine. Also design a Turing Machine to calculate f(x) = x+2",create
"Define: Push Down Automaton. Give transition table for deterministic PDA recognizing the language: { x belongs to {a, b}* | Na(x)=Nb(x)}",apply
Write down & Explain an algorithm to minimize the given DFA in detail with an appropriate example.,create
"State true or false with justification. 1. PDA is more powerful than FA 2. For any NFA accepting a language L, there is an FA that also accepts 3. All Recursive languages are Recursive Enumerable languages. 4. Turing machine can accept every regular language",remember
"A Relation R on the set (1,2,3) is defined as R-((1.3),(3.1),(2,2)).Find which of the 3 properties- reflexivity, symmetry and transitivity is satisfied by R? Give reasons.",evaluate
State pumping lemma for regular language. Show that the set = {a (21) is not: regalar.,apply
A-25 for some set S. An element X of A is related via R to an element Y if there is a bijection from X to Y. Show that R is an Equivalence relation,apply
"Prove with PMI that for every n21, 7+13 +19+ +(61)(n+4)",analyze
What is an ambiguous grammar? Show that Salsa (bSS SSh (SbS is ambiguous: 104],apply
Minimize the following DFA,apply
"Design a Turing Machine for L(G) (ab"" In = 1).",create
"Describe the term ""regular grammar with an example.",understand
"Design a Turing Machine that performs concatenation operation on string of 1. Show an ID for w,111 and w₂-1111.",create
Define extended transition function for NFA,remember
"Let M1 and M2 are FA recognising the languages L1 and L2 respectively, shown in following figure: Draw FA's accepting L1 U L2 and L1-L2.",create
"Suppose A and B are finite sets, A has n elements and f.A → B. 1. If f has one-to-one, what can you say about the number of elements of B? 2. If f is onto, what can you say about the number of elements of B?",remember
Write a regular expression for the string that contains exactly two 0's,create
Write a regular expression for the string that begin or end with 00 or 11.,create
Write a regular expression for the string that contains even number of 0's.,create
Write a regular expression for the string in which 0 is immediately followed by 11.,create
Define DFA. Draw DFA for 0+ 10+ 01*0,remember
Consider the two regular expressions 01+ 10+ 10+ (01) 1. Find a string corresponding to r but not to s 2 Find a string corresponding to s but not to r 3. Find a string corresponding to both r and s 4. Find a string corresponding to neither r nor s.,evaluate
"Define NFA. *(1,ababa) With reference to following transition table for NFA Find 105]",remember
"Using Kleene's Theorem, Convert (00 + 1)(10) regular expression into NFA",understand
"Simplify the following CFG, whose productions are the following",analyze
"Design a PDA for L(G)=(wcw""|w (a,b) and w"" is the reverse of w) by final state/empty stack.",create
Prove that CFG is closed under union operation,analyze
Design a PDA to accept the language of nested balanced parenthesis (where the number of opening and closing parenthesis is greater than 0) and show an ID (Instantaneous description) for the string (()),create
Prove that every subset of regular language is not always regular,analyze
"Discuss at least two characteristics of Random Access Machine(RAM) model, which is used for analyzing the algorithm.",understand
An asymptotically fast algorithm running on slow computer is better than asymptotically slow algorithm running on fast computer. Justify the statement.,create
Consider the functions f(n) = 3n3 + 5n + 5 and g(n) = 5n2 + 3n + 5. Decide below equalities are true or false. 1. g(n) = Ω(f(n)) 2. g(n) = Ο(f(n)),evaluate
An image processing application begins with two n×n matrices A and B. The first phase of preprocessing takes O(n2) steps for each of A and B. The second step involves a convolution of A and B to yield a new matrix C in time O(n3). This is followed by an edge detection phase that takes times O(n2) for matrix C. Identify the most accurate and concise description of the complexity of the overall algorithm.,understand
Design the recurrence relation of below two functions. (i) int fun1(int n) {if (n <= 1) return n;return fun1(n-1);} (ii) int fun2(int n){if (n <= 1) return n;return fun2(n-1) + fun2(n-2);},create
Let S be an NP-complete problem and Q and R be two other problems not known to be in NP. Q is polynomial time reducible to S and S is polynomial-time reducible to R. Choose the appropriate type of the problem R.,create
"Describe the selection function (a function which decides the ordering of the items for the selection) used by the below greedy problems. Knapsack, Dijkstra method, job scheduling with deadline, kruskal method.",understand
